Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00      74/16794006     get_rel [49]
                0.00    0.00      45/20985043     get_term [54]
                                  74             str_to_term <cycle 1> [129]
-----------------------------------------------
                                   7             next_token_type [122]
                0.00    0.00      33/33          write_term [120]
[122]    0.0    0.00    0.00      33+7       next_token_type [122]
                0.00    0.00      40/2103656     str_to_sn [11]
                0.00    0.00      38/2078412     sn_to_node [38]
                0.00    0.00      78/4173882     sn_to_str [42]
                0.00    0.00      38/676872716     str_ident [12]
                0.00    0.00      31/242         name_sym [204]
                                   7             next_token_type [122]
-----------------------------------------------
                                  80             get_ancestors [123]
                0.00    0.00       1/1           print_proof [117]
[123]    0.0    0.00    0.00       1+80      get_ancestors [123]
                0.00    0.00      80/8722        cl_find [79]
                0.00    0.00      34/20261       get_clause_ptr [113]
                0.00    0.00      34/10338063     get_ilist [65]
                                  80             get_ancestors [123]
-----------------------------------------------
                0.00    0.00      45/45          print_clause [118]
[124]    0.0    0.00    0.00      45         clause_to_term [124]
                0.00    0.00      43/43          literals_to_term [125]
                0.00    0.00       2/2103656     str_to_sn [11]
                0.00    0.00       2/20985043     get_term [54]
-----------------------------------------------
                                  14             literals_to_term [125]
                0.00    0.00      43/43          clause_to_term [124]
[125]    0.0    0.00    0.00      43+14      literals_to_term [125]
                0.00    0.00      30/2103656     str_to_sn [11]
                0.00    0.00      57/25568       copy_term [115]
                0.00    0.00      44/16794006     get_rel [49]
                0.00    0.00      30/20985043     get_term [54]
                                  14             literals_to_term [125]
-----------------------------------------------
                0.00    0.00     146/146         str_to_sequence <cycle 1> [116]
[126]    0.0    0.00    0.00     146         fill_in_op_data [126]
                0.00    0.00   11425/676872716     str_ident [12]
                0.00    0.00      97/4173882     sn_to_str [42]
-----------------------------------------------
                0.00    0.00      25/25          init_special_ops [128]
[127]    0.0    0.00    0.00      25         declare_op [127]
                0.00    0.00      25/2103656     str_to_sn [11]
                0.00    0.00      25/2078412     sn_to_node [38]
-----------------------------------------------
                0.00    0.00       1/1           init [107]
[128]    0.0    0.00    0.00       1         init_special_ops [128]
                0.00    0.00      25/25          declare_op [127]
-----------------------------------------------
                                  10             str_to_list <cycle 1> [135]
                                  74             str_to_args <cycle 1> [121]
                0.00    0.00      31/31          read_term [31]
[129]    0.0    0.00    0.00     115         str_to_term <cycle 1> [129]
                0.00    0.00     115/115         seq_to_term [131]
                0.00    0.00     146/2084186     zap_term [37]
                0.00    0.00       8/4173882     sn_to_str [42]
                0.00    0.00       8/676872716     str_ident [12]
                                 115             str_to_sequence <cycle 1> [116]
-----------------------------------------------
                0.00    0.00       5/5           read_a_file [30]
[130]    0.0    0.00    0.00       5         print_cl_list [130]
                0.00    0.00      10/45          print_clause [118]
-----------------------------------------------
                                  38             seq_to_term [131]
                0.00    0.00     115/115         str_to_term <cycle 1> [129]
[131]    0.0    0.00    0.00     115+38      seq_to_term [131]
                0.00    0.00      21/2103656     str_to_sn [11]
                0.00    0.00     125/25568       copy_term [115]
                0.00    0.00      21/4173882     sn_to_str [42]
                0.00    0.00      31/16794006     get_rel [49]
                0.00    0.00      21/20985043     get_term [54]
                                  38             seq_to_term [131]
-----------------------------------------------
                0.00    0.00       1/1           init [107]
[132]    0.0    0.00    0.00       1         declare_user_functions [132]
                0.00    0.00       6/641         insert_sym [86]
-----------------------------------------------
                0.00    0.00      12/12          read_a_file [30]
[133]    0.0    0.00    0.00      12         print_term_nl [133]
                0.00    0.00      12/60          print_term [119]
-----------------------------------------------
                0.00    0.00    1242/1242        flist_insert [57]
[134]    0.0    0.00    0.00    1242         get_fnode [134]
                0.00    0.00    1242/297327      tp_alloc [87]
-----------------------------------------------
                                   4             str_to_sequence <cycle 1> [116]
[135]    0.0    0.00    0.00       4         str_to_list <cycle 1> [135]
                0.00    0.00       6/2103656     str_to_sn [11]
                0.00    0.00      12/16794006     get_rel [49]
                0.00    0.00       6/20985043     get_term [54]
                                  10             str_to_term <cycle 1> [129]
-----------------------------------------------
                0.00    0.00     814/814         insert_fpa_tab [56]
[136]    0.0    0.00    0.00     814         get_fpa_head [136]
                0.00    0.00     814/297327      tp_alloc [87]
-----------------------------------------------
                0.00    0.00     814/814         insert_fpa_tab [56]
[137]    0.0    0.00    0.00     814         path_copy [137]
                0.00    0.00     814/297327      tp_alloc [87]
                0.00    0.00     814/814         path_size [200]
-----------------------------------------------
                0.00    0.00       1/1           read_a_file [30]
[138]    0.0    0.00    0.00       1         print_list [138]
                0.00    0.00       3/60          print_term [119]
-----------------------------------------------
                0.00    0.00     641/641         insert_sym [86]
[139]    0.0    0.00    0.00     641         get_sym_ent [139]
                0.00    0.00     641/297327      tp_alloc [87]
-----------------------------------------------
                0.00    0.00       1/1           read_all_input [29]
[140]    0.0    0.00    0.00       1         auto_lex_order [140]
                0.00    0.00       1/642         new_sym_num [88]
                0.00    0.00       2/297327      tp_alloc [87]
                0.00    0.00       1/1           merge_sort [235]
-----------------------------------------------
                                 243             term_fixup_2 [141]
                0.00    0.00      45/45          print_clause [118]
[141]    0.0    0.00    0.00      45+243     term_fixup_2 [141]
                0.00    0.00     304/26124       is_symbol [108]
                                 243             term_fixup_2 [141]
-----------------------------------------------
                0.00    0.00      15/15          read_clause [41]
[142]    0.0    0.00    0.00      15         term_to_clause [142]
                0.00    0.00      22/22          mark_literal [145]
                0.00    0.00      15/15          term_to_literals [146]
                0.00    0.00      15/26124       is_symbol [108]
                0.00    0.00      15/2069349     get_clause [114]
-----------------------------------------------
                0.00    0.00       3/18          read_wt_list [66]
                0.00    0.00      15/18          read_clause [41]
[143]    0.0    0.00    0.00      18         set_vars [143]
                0.00    0.00      18/18          set_vars_term [144]
-----------------------------------------------
                                 101             set_vars_term [144]
                0.00    0.00      18/18          set_vars [143]
[144]    0.0    0.00    0.00      18+101     set_vars_term [144]
                0.00    0.00     137/4173882     sn_to_str [42]
                0.00    0.00      62/62          var_name [208]
                                 101             set_vars_term [144]
-----------------------------------------------
                0.00    0.00      22/22          term_to_clause [142]
[145]    0.0    0.00    0.00      22         mark_literal [145]
                0.00    0.00      21/33144313     sn_to_ec [14]
                0.00    0.00      23/23          is_eq [151]
                0.00    0.00      21/26124       is_symbol [108]
                0.00    0.00      22/4173882     sn_to_str [42]
                0.00    0.00      66/120         initial_str [206]
-----------------------------------------------
                                  14             term_to_literals [146]
                0.00    0.00      15/15          term_to_clause [142]
[146]    0.0    0.00    0.00      15+14      term_to_literals [146]
                0.00    0.00      51/26124       is_symbol [108]
                0.00    0.00      22/25568       copy_term [115]
                0.00    0.00      22/2112560     get_literal [69]
                                  14             term_to_literals [146]
-----------------------------------------------
                0.00    0.00      92/92          write_term [120]
[147]    0.0    0.00    0.00      92         print_variable [147]
                0.00    0.00      66/4173882     sn_to_str [42]
-----------------------------------------------
                0.00    0.00      60/60          contains_skolem_symbol [149]
[148]    0.0    0.00    0.00      60         skolem_symbol [148]
                0.00    0.00      60/4173882     sn_to_str [42]
                0.00    0.00       6/13          str_int [213]
-----------------------------------------------
                                  86             contains_skolem_symbol [149]
                0.00    0.00      15/15          read_clause [41]
[149]    0.0    0.00    0.00      15+86      contains_skolem_symbol [149]
                0.00    0.00      60/60          skolem_symbol [148]
                                  86             contains_skolem_symbol [149]
-----------------------------------------------
                0.00    0.00       5/5           read_a_file [30]
[150]    0.0    0.00    0.00       5         change_flag [150]
                0.00    0.00     144/676872716     str_ident [12]
                0.00    0.00       5/4173882     sn_to_str [42]
-----------------------------------------------
                0.00    0.00      23/23          mark_literal [145]
[151]    0.0    0.00    0.00      23         is_eq [151]
                0.00    0.00      23/4173882     sn_to_str [42]
                0.00    0.00      18/676872716     str_ident [12]
                0.00    0.00      54/120         initial_str [206]
                0.00    0.00      23/26055       sn_to_arity [190]
-----------------------------------------------
                0.00    0.00  129963/323628      build_tree_local [53]
                0.00    0.00  193665/323628      get_leaf_node [58]
[152]    0.0    0.00    0.00  323628         get_fpa_tree [152]
                0.00    0.00      23/297327      tp_alloc [87]
-----------------------------------------------
                0.00    0.00       1/1           read_a_file [30]
[153]    0.0    0.00    0.00       1         set_wt_list [153]
                0.00    0.00       3/3           set_wt_template [155]
                0.00    0.00       3/3           weight_insert [164]
-----------------------------------------------
                0.00    0.00       4/4           read_a_file [30]
[154]    0.0    0.00    0.00       4         process_linked_tags [154]
                0.00    0.00      16/4173882     sn_to_str [42]
                0.00    0.00      16/676872716     str_ident [12]
-----------------------------------------------
                0.00    0.00       3/3           set_wt_list [153]
[155]    0.0    0.00    0.00       3         set_wt_template [155]
                0.00    0.00       3/3           set_wt_term [156]
                0.00    0.00       6/4173882     sn_to_str [42]
                0.00    0.00       3/676872716     str_ident [12]
                0.00    0.00       3/13          str_int [213]
-----------------------------------------------
                                   6             set_wt_term [156]
                0.00    0.00       3/3           set_wt_template [155]
[156]    0.0    0.00    0.00       3+6       set_wt_term [156]
                0.00    0.00       6/26124       is_symbol [108]
                0.00    0.00       3/4173882     sn_to_str [42]
                0.00    0.00       3/13          str_int [213]
                                   6             set_wt_term [156]
-----------------------------------------------
                0.00    0.00       2/2           read_all_input [29]
[157]    0.0    0.00    0.00       2         imd_insert [157]
                0.00    0.00       2/2           insert_imd_tree [162]
                0.00    0.00       2/21178       get_term_ptr [112]
                0.00    0.00       2/4           ith_literal [217]
                0.00    0.00       2/4           term_ident [218]
                0.00    0.00       2/2           biggest_var [220]
-----------------------------------------------
                0.00    0.00       5/13          read_cl_list [40]
                0.00    0.00       8/13          read_all_input [29]
[158]    0.0    0.00    0.00      13         get_list [158]
                0.00    0.00       9/297327      tp_alloc [87]
-----------------------------------------------
                0.00    0.00       1/8           init [107]
                0.00    0.00       7/8           insert_imd_tree [162]
[159]    0.0    0.00    0.00       8         get_imd_tree [159]
                0.00    0.00       8/297327      tp_alloc [87]
-----------------------------------------------
                0.00    0.00       1/1           read_a_file [30]
[160]    0.0    0.00    0.00       1         change_parm [160]
                0.00    0.00      20/676872716     str_ident [12]
                0.00    0.00       2/4173882     sn_to_str [42]
                0.00    0.00       1/13          str_int [213]
-----------------------------------------------
                0.00    0.00       7/7           init [107]
[161]    0.0    0.00    0.00       7         alloc_fpa_index [161]
                0.00    0.00       7/297327      tp_alloc [87]
-----------------------------------------------
                                   6             insert_imd_tree [162]
                0.00    0.00       2/2           imd_insert [157]
[162]    0.0    0.00    0.00       2+6       insert_imd_tree [162]
                0.00    0.00       7/8           get_imd_tree [159]
                                   6             insert_imd_tree [162]
-----------------------------------------------
                0.00    0.00   25364/4256840     convenient_demod <cycle 2> [104]
                0.00    0.00   40432/4256840     unit_conflict [62]
                0.00    0.00   52376/4256840     hyper_res [3]
                0.00    0.00 2069334/4256840     forward_subsume [13]
                0.00    0.00 2069334/4256840     demod_cl [7]
[163]    0.0    0.00    0.00 4256840         get_context [163]
                0.00    0.00       5/297327      tp_alloc [87]
-----------------------------------------------
                0.00    0.00       3/3           set_wt_list [153]
[164]    0.0    0.00    0.00       3         weight_insert [164]
                0.00    0.00       3/21178       get_term_ptr [112]
                0.00    0.00       1/48162       get_is_tree [106]
                0.00    0.00       3/140154      weight_retrieve [183]
-----------------------------------------------
                0.00    0.00  100897/100897      contract_imd <cycle 2> [35]
[165]    0.0    0.00    0.00  100897         get_imd_pos [165]
                0.00    0.00       3/297327      tp_alloc [87]
-----------------------------------------------
                0.00    0.00   35092/35092       hyper_res [3]
[166]    0.0    0.00    0.00   35092         get_clash_nd [166]
                0.00    0.00       2/297327      tp_alloc [87]
-----------------------------------------------
                0.00    0.00       2/2           read_all_input [29]
[167]    0.0    0.00    0.00       2         check_input_demod [167]
                0.00    0.00       2/2           unit_clause [168]
                0.00    0.00       2/2           num_literals_including_answers [224]
                0.00    0.00       2/4           ith_literal [217]
                0.00    0.00       2/4           term_ident [218]
                0.00    0.00       1/1           term_ident_x_vars [244]
-----------------------------------------------
                0.00    0.00       2/2           check_input_demod [167]
[168]    0.0    0.00    0.00       2         unit_clause [168]
                0.00    0.00       2/2179478     num_literals [90]
-----------------------------------------------
                0.00    0.00 6108789/6108789     is_retrieve [16]
[169]    0.0    0.00    0.00 6108789         free_is_pos [169]
-----------------------------------------------
                0.00    0.00 2069334/4138668     clash [4]
                0.00    0.00 2069334/4138668     pre_process [5]
[170]    0.0    0.00    0.00 4138668         heat_is_on [170]
-----------------------------------------------
                0.00    0.00       4/2515415     ith_literal [217]
                0.00    0.00   20216/2515415     unit_conflict [62]
                0.00    0.00   20219/2515415     weight_cl [78]
                0.00    0.00  112715/2515415     pos_clause [63]
                0.00    0.00 2362261/2515415     num_literals [90]
[171]    0.0    0.00    0.00 2515415         answer_lit [171]
-----------------------------------------------
                0.00    0.00       1/2069390     pre_process [5]
                0.00    0.00      45/2069390     print_clause [118]
                0.00    0.00   20227/2069390     cl_integrate [82]
                0.00    0.00 2049117/2069390     forward_subsume [13]
[172]    0.0    0.00    0.00 2069390         multi_justifications [172]
-----------------------------------------------
                0.00    0.00 2069334/2069334     proc_gen [6]
[173]    0.0    0.00    0.00 2069334         lit_t_f_reduce [173]
-----------------------------------------------
                0.00    0.00 2049122/2049122     cl_del_non [34]
[174]    0.0    0.00    0.00 2049122         free_clause [174]
-----------------------------------------------
                0.00    0.00 2049117/2049117     canc_fs_pos [28]
[175]    0.0    0.00    0.00 2049117         free_fsub_pos [175]
-----------------------------------------------
                0.00    0.00 2049117/2049117     canc_fs_pos [28]
[176]    0.0    0.00    0.00 2049117         free_is_pos_list [176]
-----------------------------------------------
                0.00    0.00 2049117/2049117     forward_subsume [13]
[177]    0.0    0.00    0.00 2049117         literal_number [177]
-----------------------------------------------
                0.00    0.00  199884/610762      insert_fpa_tab [56]
                0.00    0.00  410878/610762      get_leaf_node [58]
[178]    0.0    0.00    0.00  610762         hash_path [178]
-----------------------------------------------
                0.00    0.00  196380/397732      get_leaf_node [58]
                0.00    0.00  201352/397732      insert_fpa_tab [56]
[179]    0.0    0.00    0.00  397732         path_comp [179]
-----------------------------------------------
                0.00    0.00  323605/323605      zap_prop_tree [181]
[180]    0.0    0.00    0.00  323605         free_fpa_tree [180]
-----------------------------------------------
                              647210             zap_prop_tree [181]
                0.00    0.00  228846/228846      next_term [25]
[181]    0.0    0.00    0.00  228846+647210  zap_prop_tree [181]
                0.00    0.00  323605/323605      free_fpa_tree [180]
                              647210             zap_prop_tree [181]
-----------------------------------------------
                0.00    0.00  159978/159978      build_tree_local [53]
[182]    0.0    0.00    0.00  159978         all_args_vars [182]
-----------------------------------------------
                0.00    0.00       3/140154      weight_insert [164]
                0.00    0.00  140151/140154      weight <cycle 3> [98]
[183]    0.0    0.00    0.00  140154         weight_retrieve [183]
-----------------------------------------------
                0.00    0.00  140151/140151      weight <cycle 3> [98]
[184]    0.0    0.00    0.00  140151         overbeek_weight [184]
-----------------------------------------------
                0.00    0.00  128983/128983      integrate_term [111]
[185]    0.0    0.00    0.00  128983         term_compare [185]
-----------------------------------------------
                0.00    0.00  120250/120250      integrate_term [111]
[186]    0.0    0.00    0.00  120250         hash_term [186]
-----------------------------------------------
                0.00    0.00   35090/35090       hyper_res [3]
[187]    0.0    0.00    0.00   35090         free_clash_nd [187]
-----------------------------------------------
                0.00    0.00   33446/33446       contract_imd <cycle 2> [35]
[188]    0.0    0.00    0.00   33446         free_imd_pos [188]
-----------------------------------------------
                0.00    0.00    8642/28859       main [1]
                0.00    0.00   20217/28859       pre_process [5]
[189]    0.0    0.00    0.00   28859         append_cl [189]
-----------------------------------------------
                0.00    0.00      23/26055       is_eq [151]
                0.00    0.00   26032/26055       is_symbol [108]
[190]    0.0    0.00    0.00   26055         sn_to_arity [190]
-----------------------------------------------
                0.00    0.00       1/25931       pre_process [5]
                0.00    0.00       1/25931       print_stats [240]
                0.00    0.00       1/25931       cleanup [228]
                0.00    0.00       1/25931       proof_message [242]
                0.00    0.00       1/25931       print_proof [117]
                0.00    0.00    8642/25931       check_stop [196]
                0.00    0.00   17284/25931       main [1]
[191]    0.0    0.00    0.00   25931         splitting [191]
-----------------------------------------------
                0.00    0.00   25364/25364       contract_imd <cycle 2> [35]
[192]    0.0    0.00    0.00   25364         free_imd_pos_list [192]
-----------------------------------------------
                0.00    0.00   20216/20216       post_proc_all [197]
[193]    0.0    0.00    0.00   20216         post_process [193]
-----------------------------------------------
                0.00    0.00       1/8645        print_times [241]
                0.00    0.00       1/8645        proof_message [242]
                0.00    0.00       1/8645        check_for_proof [61]
                0.00    0.00    8642/8645        check_stop [196]
[194]    0.0    0.00    0.00    8645         run_time [194]
-----------------------------------------------
                0.00    0.00       1/8643        check_for_proof [61]
                0.00    0.00    8642/8643        extract_given_clause [17]
[195]    0.0    0.00    0.00    8643         rem_from_list [195]
-----------------------------------------------
                0.00    0.00    8642/8642        main [1]
[196]    0.0    0.00    0.00    8642         check_stop [196]
                0.00    0.00    8642/25931       splitting [191]
                0.00    0.00    8642/8645        run_time [194]
-----------------------------------------------
                0.00    0.00    8641/8641        infer_and_process [2]
[197]    0.0    0.00    0.00    8641         post_proc_all [197]
                0.00    0.00   20216/20216       post_process [193]
-----------------------------------------------
                0.00    0.00     778/1603        get_name [205]
                0.00    0.00     825/1603        name_sym [204]
[198]    0.0    0.00    0.00    1603         is_alpha_numeric [198]
-----------------------------------------------
                0.00    0.00       4/1053        get_name [205]
                0.00    0.00     242/1053        name_sym [204]
                0.00    0.00     807/1053        read_buf [212]
[199]    0.0    0.00    0.00    1053         quote_char [199]
-----------------------------------------------
                0.00    0.00     814/814         path_copy [137]
[200]    0.0    0.00    0.00     814         path_size [200]
-----------------------------------------------
                0.00    0.00     792/792         merge_sort [235]
[201]    0.0    0.00    0.00     792         compare_for_auto_lex_order [201]
-----------------------------------------------
                0.00    0.00     146/757         str_to_sequence <cycle 1> [116]
                0.00    0.00     611/757         skip_white [203]
[202]    0.0    0.00    0.00     757         is_white [202]
-----------------------------------------------
                0.00    0.00       1/470         read_buf [212]
                0.00    0.00      31/470         read_term [31]
                0.00    0.00     146/470         get_name [205]
                0.00    0.00     292/470         str_to_sequence <cycle 1> [116]
[203]    0.0    0.00    0.00     470         skip_white [203]
                0.00    0.00     611/757         is_white [202]
-----------------------------------------------
                0.00    0.00      31/242         next_token_type [122]
                0.00    0.00     211/242         write_term [120]
[204]    0.0    0.00    0.00     242         name_sym [204]
                0.00    0.00     825/1603        is_alpha_numeric [198]
                0.00    0.00     242/1053        quote_char [199]
-----------------------------------------------
                0.00    0.00     146/146         str_to_sequence <cycle 1> [116]
[205]    0.0    0.00    0.00     146         get_name [205]
                0.00    0.00     778/1603        is_alpha_numeric [198]
                0.00    0.00     146/470         skip_white [203]
                0.00    0.00      68/68          is_symbol_char [207]
                0.00    0.00       4/1053        quote_char [199]
-----------------------------------------------
                0.00    0.00      54/120         is_eq [151]
                0.00    0.00      66/120         mark_literal [145]
[206]    0.0    0.00    0.00     120         initial_str [206]
-----------------------------------------------
                0.00    0.00      68/68          get_name [205]
[207]    0.0    0.00    0.00      68         is_symbol_char [207]
-----------------------------------------------
                0.00    0.00      62/62          set_vars_term [144]
[208]    0.0    0.00    0.00      62         var_name [208]
-----------------------------------------------
                0.00    0.00      50/50          clock_init [229]
[209]    0.0    0.00    0.00      50         clock_reset [209]
-----------------------------------------------
                0.00    0.00      45/45          print_clause [118]
[210]    0.0    0.00    0.00      45         print_justification [210]
-----------------------------------------------
                0.00    0.00      34/34          print_proof [117]
[211]    0.0    0.00    0.00      34         free_clause_ptr [211]
-----------------------------------------------
                0.00    0.00      32/32          read_term [31]
[212]    0.0    0.00    0.00      32         read_buf [212]
                0.00    0.00     807/1053        quote_char [199]
                0.00    0.00       1/470         skip_white [203]
-----------------------------------------------
                0.00    0.00       1/13          change_parm [160]
                0.00    0.00       3/13          set_wt_term [156]
                0.00    0.00       3/13          set_wt_template [155]
                0.00    0.00       6/13          skolem_symbol [148]
[213]    0.0    0.00    0.00      13         str_int [213]
-----------------------------------------------
                0.00    0.00       5/5           read_a_file [30]
[214]    0.0    0.00    0.00       5         append_lists [214]
                0.00    0.00       5/5           free_list [216]
-----------------------------------------------
                0.00    0.00       5/5           read_a_file [30]
[215]    0.0    0.00    0.00       5         dependent_flags [215]
-----------------------------------------------
                0.00    0.00       5/5           append_lists [214]
[216]    0.0    0.00    0.00       5         free_list [216]
-----------------------------------------------
                0.00    0.00       2/4           check_input_demod [167]
                0.00    0.00       2/4           imd_insert [157]
[217]    0.0    0.00    0.00       4         ith_literal [217]
                0.00    0.00       4/2515415     answer_lit [171]
-----------------------------------------------
                0.00    0.00       2/4           check_input_demod [167]
                0.00    0.00       2/4           imd_insert [157]
[218]    0.0    0.00    0.00       4         term_ident [218]
-----------------------------------------------
                0.00    0.00       3/3           term_fixup [32]
[219]    0.0    0.00    0.00       3         str_long [219]
-----------------------------------------------
                                   6             biggest_var [220]
                0.00    0.00       2/2           imd_insert [157]
[220]    0.0    0.00    0.00       2+6       biggest_var [220]
                                   6             biggest_var [220]
-----------------------------------------------
                0.00    0.00       1/2           print_banner [239]
                0.00    0.00       1/2           cleanup [228]
[221]    0.0    0.00    0.00       2         get_time [221]
-----------------------------------------------
                0.00    0.00       2/2           init_options [234]
[222]    0.0    0.00    0.00       2         max_split_depth [222]
-----------------------------------------------
                0.00    0.00       1/2           print_banner [239]
                0.00    0.00       1/2           cleanup [228]
[223]    0.0    0.00    0.00       2         my_process_id [223]
-----------------------------------------------
                0.00    0.00       2/2           check_input_demod [167]
[224]    0.0    0.00    0.00       2         num_literals_including_answers [224]
-----------------------------------------------
                0.00    0.00       1/2           print_banner [239]
                0.00    0.00       1/2           proof_message [242]
[225]    0.0    0.00    0.00       2         username [225]
-----------------------------------------------
                0.00    0.00       1/2           init [107]
                0.00    0.00       1/2           print_times [241]
[226]    0.0    0.00    0.00       2         wall_seconds [226]
-----------------------------------------------
                0.00    0.00       1/1           read_all_input [29]
[227]    0.0    0.00    0.00       1         check_options [227]
-----------------------------------------------
                0.00    0.00       1/1           pre_process [5]
[228]    0.0    0.00    0.00       1         cleanup [228]
                0.00    0.00       1/1           output_stats [238]
                0.00    0.00       1/25931       splitting [191]
                0.00    0.00       1/2           my_process_id [223]
                0.00    0.00       1/2           get_time [221]
-----------------------------------------------
                0.00    0.00       1/1           init [107]
[229]    0.0    0.00    0.00       1         clock_init [229]
                0.00    0.00      50/50          clock_reset [209]
-----------------------------------------------
                0.00    0.00       1/1           read_a_file [30]
[230]    0.0    0.00    0.00       1         dependent_parms [230]
-----------------------------------------------
                0.00    0.00       1/1           check_for_proof [61]
[231]    0.0    0.00    0.00       1         hide_clause [231]
-----------------------------------------------
                0.00    0.00       1/1           print_banner [239]
[232]    0.0    0.00    0.00       1         hostname [232]
-----------------------------------------------
                0.00    0.00       1/1           init [107]
[233]    0.0    0.00    0.00       1         init_attributes [233]
-----------------------------------------------
                0.00    0.00       1/1           init [107]
[234]    0.0    0.00    0.00       1         init_options [234]
                0.00    0.00       2/2           max_split_depth [222]
-----------------------------------------------
                                 270             merge_sort [235]
                0.00    0.00       1/1           auto_lex_order [140]
[235]    0.0    0.00    0.00       1+270     merge_sort [235]
                0.00    0.00     792/792         compare_for_auto_lex_order [201]
                                 270             merge_sort [235]
-----------------------------------------------
                0.00    0.00       1/1           read_all_input [29]
[236]    0.0    0.00    0.00       1         next_cl_num [236]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[237]    0.0    0.00    0.00       1         non_portable_init [237]
-----------------------------------------------
                0.00    0.00       1/1           cleanup [228]
[238]    0.0    0.00    0.00       1         output_stats [238]
                0.00    0.00       1/1           print_times [241]
                0.00    0.00       1/1           print_stats [240]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[239]    0.0    0.00    0.00       1         print_banner [239]
                0.00    0.00       1/2           my_process_id [223]
                0.00    0.00       1/1           hostname [232]
                0.00    0.00       1/2           get_time [221]
                0.00    0.00       1/2           username [225]
-----------------------------------------------
                0.00    0.00       1/1           output_stats [238]
[240]    0.0    0.00    0.00       1         print_stats [240]
                0.00    0.00       1/25931       splitting [191]
-----------------------------------------------
                0.00    0.00       1/1           output_stats [238]
[241]    0.0    0.00    0.00       1         print_times [241]
                0.00    0.00       1/8645        run_time [194]
                0.00    0.00       1/1           system_time [243]
                0.00    0.00       1/2           wall_seconds [226]
-----------------------------------------------
                0.00    0.00       1/1           print_proof [117]
[242]    0.0    0.00    0.00       1         proof_message [242]
                0.00    0.00       1/8645        run_time [194]
                0.00    0.00       1/2           username [225]
                0.00    0.00       1/25931       splitting [191]
-----------------------------------------------
                0.00    0.00       1/1           print_times [241]
[243]    0.0    0.00    0.00       1         system_time [243]
-----------------------------------------------
                0.00    0.00       1/1           check_input_demod [167]
[244]    0.0    0.00    0.00       1         term_ident_x_vars [244]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

 [182] all_args_vars (fpa.c) [136] get_fpa_head          [118] print_clause
 [161] alloc_fpa_index       [152] get_fpa_tree          [210] print_justification
 [171] answer_lit             [74] get_fsub_pos          [138] print_list
 [189] append_cl              [65] get_ilist             [117] print_proof
 [214] append_lists          [165] get_imd_pos           [240] print_stats
  [26] apply                 [159] get_imd_tree          [119] print_term
  [83] apply_demod            [70] get_is_pos            [133] print_term_nl
  [84] assign_cl_id          [106] get_is_tree           [241] print_times
 [140] auto_lex_order         [58] get_leaf_node (fpa.c) [147] print_variable
 [220] biggest_var           [158] get_list                [6] proc_gen
  [36] bits_ulong             [69] get_literal           [154] process_linked_tags
  [23] build_hyper (resolve.c) [205] get_name (io.c)     [242] proof_message (misc.c)
