Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00      12/12          print_term_nl [133]
                0.00    0.00       1/1           print_list [138]
                0.00    0.00      10/20227       cl_integrate [82]
                0.00    0.00      68/4173882     sn_to_str [42]
                0.00    0.00       5/5           change_flag [150]
                0.00    0.00      12/2084186     zap_term [37]
                0.00    0.00      68/676872716     str_ident [12]
                0.00    0.00       1/1           set_wt_list [153]
                0.00    0.00       4/4           process_linked_tags [154]
                0.00    0.00       1/1           change_parm [160]
                0.00    0.00       1/48162       get_is_tree [106]
                0.00    0.00       5/5           dependent_flags [215]
                0.00    0.00       5/5           append_lists [214]
                0.00    0.00       1/1           dependent_parms [230]
-----------------------------------------------
                0.00    0.04       4/32          read_list [67]
                0.00    0.11      13/32          read_a_file [30]
                0.00    0.13      15/32          read_clause [41]
[31]     1.2    0.00    0.28      32         read_term [31]
                0.00    0.28      31/31          term_fixup [32]
                0.00    0.00      31/31          str_to_term <cycle 1> [129]
                0.00    0.00      32/32          read_buf [212]
                0.00    0.00      31/470         skip_white [203]
-----------------------------------------------
                                 114             term_fixup [32]
                0.00    0.28      31/31          read_term [31]
[32]     1.2    0.00    0.28      31+114     term_fixup [32]
                0.28    0.00       3/3           cat_str [33]
                0.00    0.00       3/2103656     str_to_sn [11]
                0.00    0.00     205/26124       is_symbol [108]
                0.00    0.00      11/4173882     sn_to_str [42]
                0.00    0.00       3/16752177     free_rel [59]
                0.00    0.00       3/20963849     free_term [55]
                0.00    0.00       3/3           str_long [219]
                                 114             term_fixup [32]
-----------------------------------------------
                0.28    0.00       3/3           term_fixup [32]
[33]     1.2    0.28    0.00       3         cat_str [33]
-----------------------------------------------
                0.00    0.00       5/2049122     read_cl_list [40]
                0.03    0.23 2049117/2049122     pre_process [5]
[34]     1.1    0.03    0.23 2049122         cl_del_non [34]
                0.08    0.11 2049122/2084186     zap_term [37]
                0.02    0.00 10237431/10237465     free_ilist [76]
                0.01    0.00 2049122/2049122     delete_attributes [94]
                0.01    0.00 2049122/2092327     free_literal [91]
                0.00    0.00 2049122/2049122     free_clause [174]
-----------------------------------------------
                             16546782             demod <cycle 2> [9]
[35]     1.1    0.24    0.02 16546782         contract_imd <cycle 2> [35]
                0.01    0.00   50728/50728       apply_demod [83]
                0.00    0.00   50728/2154066     zap_term_special [45]
                0.00    0.00   25364/2120061     un_share_special [44]
                0.00    0.00   25364/26124       is_symbol [108]
                0.00    0.00  100897/100897      get_imd_pos [165]
                0.00    0.00   33446/33446       free_imd_pos [188]
                0.00    0.00   25364/25364       free_imd_pos_list [192]
                               25364             convenient_demod <cycle 2> [104]
-----------------------------------------------
                0.24    0.00 4147307/4147307     dollar_contract [10]
[36]     1.0    0.24    0.00 4147307         bits_ulong [36]
-----------------------------------------------
                             12367243             zap_term [37]
                0.00    0.00       1/2084186     read_list [67]
                0.00    0.00      12/2084186     read_a_file [30]
                0.00    0.00      15/2084186     read_clause [41]
                0.00    0.00      45/2084186     print_clause [118]
                0.00    0.00     146/2084186     str_to_term <cycle 1> [129]
                0.00    0.00   34845/2084186     clash [4]
                0.08    0.11 2049122/2084186     cl_del_non [34]
[37]     0.8    0.08    0.11 2084186+12367243 zap_term [37]
                0.06    0.00 14451429/20963849     free_term [55]
                0.05    0.00 12367243/16752177     free_rel [59]
                             12367243             zap_term [37]
-----------------------------------------------
                0.00    0.00      25/2078412     declare_op [127]
                0.00    0.00      38/2078412     next_token_type [122]
                0.00    0.00     123/2078412     write_term [120]
                0.19    0.00 2078226/2078412     maximal_lit [39]
[38]     0.8    0.19    0.00 2078412         sn_to_node [38]
-----------------------------------------------
                0.00    0.00    8642/2078226     hyper_res [3]
                0.00    0.19 2069584/2078226     clash [4]
[39]     0.8    0.00    0.19 2078226         maximal_lit [39]
                0.19    0.00 2078226/2078412     sn_to_node [38]
-----------------------------------------------
                0.00    0.13       5/5           read_a_file [30]
[40]     0.6    0.00    0.13       5         read_cl_list [40]
                0.00    0.13      15/15          read_clause [41]
                0.00    0.00       5/2049122     cl_del_non [34]
                0.00    0.00      15/26124       is_symbol [108]
                0.00    0.00       5/13          get_list [158]
-----------------------------------------------
                0.00    0.13      15/15          read_cl_list [40]
[41]     0.6    0.00    0.13      15         read_clause [41]
                0.00    0.13      15/32          read_term [31]
                0.00    0.00      15/15          term_to_clause [142]
                0.00    0.00      15/18          set_vars [143]
                0.00    0.00      15/15          contains_skolem_symbol [149]
                0.00    0.00      15/2084186     zap_term [37]
-----------------------------------------------
                0.00    0.00       1/4173882     read_list [67]
                0.00    0.00       2/4173882     change_parm [160]
                0.00    0.00       3/4173882     set_wt_term [156]
                0.00    0.00       5/4173882     change_flag [150]
                0.00    0.00       6/4173882     set_wt_template [155]
                0.00    0.00       8/4173882     str_to_term <cycle 1> [129]
                0.00    0.00      11/4173882     term_fixup [32]
                0.00    0.00      16/4173882     process_linked_tags [154]
                0.00    0.00      21/4173882     seq_to_term [131]
                0.00    0.00      22/4173882     mark_literal [145]
                0.00    0.00      23/4173882     is_eq [151]
                0.00    0.00      60/4173882     skolem_symbol [148]
                0.00    0.00      66/4173882     print_variable [147]
                0.00    0.00      68/4173882     read_a_file [30]
                0.00    0.00      78/4173882     next_token_type [122]
                0.00    0.00      97/4173882     fill_in_op_data [126]
                0.00    0.00     137/4173882     set_vars_term [144]
                0.00    0.00     296/4173882     write_term [120]
                0.00    0.00   25655/4173882     is_symbol [108]
                0.13    0.00 4147307/4173882     dollar_contract [10]
[42]     0.6    0.13    0.00 4173882         sn_to_str [42]
-----------------------------------------------
                0.13    0.00 2077974/2077974     dollar_contract [10]
[43]     0.5    0.13    0.00 2077974         ulong_bits [43]
-----------------------------------------------
                             12282378             un_share_special [44]
                0.00    0.00   25364/2120061     convenient_demod <cycle 2> [104]
                0.00    0.00   25364/2120061     contract_imd <cycle 2> [35]
                0.12    0.00 2069333/2120061     demod_cl [7]
[44]     0.5    0.12    0.00 2120061+12282378 un_share_special [44]
                0.00    0.00   25364/25568       copy_term [115]
                             12282378             un_share_special [44]
-----------------------------------------------
                             4306491             zap_term_special [45]
                0.00    0.00   50728/2154066     contract_imd <cycle 2> [35]
                0.07    0.04 2103338/2154066     dollar_contract [10]
[45]     0.5    0.07    0.04 2154066+4306491 zap_term_special [45]
                0.03    0.00 6393106/20963849     free_term [55]
                0.02    0.00 4306491/16752177     free_rel [59]
                             4306491             zap_term_special [45]
-----------------------------------------------
                0.08    0.03 28238938/28238938     next_term [25]
[46]     0.5    0.08    0.03 28238938         next_fpos [46]
                0.03    0.00  205159/398824      first_fpos [64]
-----------------------------------------------
                0.00    0.03    8653/28884       index_lits_clash [68]
                0.00    0.07   20231/28884       index_lits_all [52]
[47]     0.4    0.00    0.10   28884         fpa_insert [47]
                0.02    0.08   28884/28884       term_fpa_rec [48]
-----------------------------------------------
                              171000             term_fpa_rec [48]
                0.02    0.08   28884/28884       fpa_insert [47]
[48]     0.4    0.02    0.08   28884+171000  term_fpa_rec [48]
                0.00    0.08  199884/199884      insert_fpa_tab [56]
                0.00    0.00  199884/610762      path_mark_end [95]
                              171000             term_fpa_rec [48]
-----------------------------------------------
                0.00    0.00      12/16794006     str_to_list <cycle 1> [135]
                0.00    0.00      31/16794006     seq_to_term [131]
                0.00    0.00      44/16794006     literals_to_term [125]
                0.00    0.00      74/16794006     str_to_args <cycle 1> [121]
                0.00    0.00   50030/16794006     copy_term [115]
                0.00    0.00  109538/16794006     apply_demod [83]
                0.10    0.00 16634277/16794006     apply [26]
[49]     0.4    0.10    0.00 16794006         get_rel [49]
                0.00    0.00   41843/297327      tp_alloc [87]
-----------------------------------------------
                0.00    0.01    8642/63703       hyper_res [3]
                0.00    0.03   20216/63703       unit_conflict [62]
                0.01    0.05   34845/63703       clash [4]
[50]     0.4    0.01    0.09   63703         build_tree [50]
                0.01    0.08   63703/63703       build_tree_local [53]
-----------------------------------------------
                             16549875             renum_vars_term [51]
                0.10    0.00 2089549/2089549     renumber_vars [24]
[51]     0.4    0.10    0.00 2089549+16549875 renum_vars_term [51]
                             16549875             renum_vars_term [51]
-----------------------------------------------
                0.00    0.00       8/20225       read_all_input [29]
                0.00    0.09   20217/20225       pre_process [5]
[52]     0.4    0.00    0.09   20225         index_lits_all [52]
                0.00    0.07   20231/28884       fpa_insert [47]
                0.00    0.02   20231/20231       is_insert [72]
-----------------------------------------------
                              221689             build_tree_local [53]
                0.01    0.08   63703/63703       build_tree [50]
[53]     0.4    0.01    0.08   63703+221689  build_tree_local [53]
                0.05    0.02  410878/410878      get_leaf_node [58]
                0.01    0.00  410878/610762      path_mark_end [95]
                0.00    0.00  129963/323628      get_fpa_tree [152]
                0.00    0.00  159978/159978      all_args_vars [182]
                              221689             build_tree_local [53]
-----------------------------------------------
                0.00    0.00       2/20985043     clause_to_term [124]
                0.00    0.00       6/20985043     str_to_list <cycle 1> [135]
                0.00    0.00      21/20985043     seq_to_term [131]
                0.00    0.00      30/20985043     literals_to_term [125]
                0.00    0.00      45/20985043     str_to_args <cycle 1> [121]
                0.00    0.00      97/20985043     str_to_sequence <cycle 1> [116]
                0.00    0.00   67451/20985043     apply_demod [83]
                0.00    0.00   75598/20985043     copy_term [115]
                0.01    0.00 2103338/20985043     dollar_contract [10]
                0.08    0.00 18738455/20985043     apply [26]
[54]     0.4    0.09    0.00 20985043         get_term [54]
                0.00    0.00   21209/297327      tp_alloc [87]
-----------------------------------------------
                0.00    0.00       3/20963849     term_fixup [32]
                0.00    0.00  119311/20963849     integrate_term [111]
                0.03    0.00 6393106/20963849     zap_term_special [45]
                0.06    0.00 14451429/20963849     zap_term [37]
[55]     0.4    0.09    0.00 20963849         free_term [55]
-----------------------------------------------
                0.00    0.08  199884/199884      term_fpa_rec [48]
[56]     0.3    0.00    0.08  199884         insert_fpa_tab [56]
                0.08    0.00  199884/199884      flist_insert [57]
                0.00    0.00     814/814         get_fpa_head [136]
                0.00    0.00     814/814         path_copy [137]
                0.00    0.00  201352/397732      path_comp [179]
                0.00    0.00  199884/610762      hash_path [178]
-----------------------------------------------
                               11044             flist_insert [57]
                0.08    0.00  199884/199884      insert_fpa_tab [56]
[57]     0.3    0.08    0.00  199884+11044   flist_insert [57]
                0.00    0.00    1242/1242        get_fnode [134]
                               11044             flist_insert [57]
-----------------------------------------------
                0.05    0.02  410878/410878      build_tree_local [53]
[58]     0.3    0.05    0.02  410878         get_leaf_node [58]
                0.02    0.00  193665/398824      first_fpos [64]
                0.00    0.00  193665/323628      get_fpa_tree [152]
                0.00    0.00  410878/610762      hash_path [178]
                0.00    0.00  196380/397732      path_comp [179]
-----------------------------------------------
                0.00    0.00       3/16752177     term_fixup [32]
                0.00    0.00   78440/16752177     integrate_term [111]
                0.02    0.00 4306491/16752177     zap_term_special [45]
                0.05    0.00 12367243/16752177     zap_term [37]
[59]     0.3    0.07    0.00 16752177         free_rel [59]
-----------------------------------------------
                             4690608             occur_check [60]
                0.07    0.00 3834084/3834084     unify [27]
[60]     0.3    0.07    0.00 3834084+4690608 occur_check [60]
                             4690608             occur_check [60]
-----------------------------------------------
                0.00    0.07   20217/20217       pre_process [5]
[61]     0.3    0.00    0.07   20217         check_for_proof [61]
                0.00    0.07   20216/20216       unit_conflict [62]
                0.00    0.00       1/1           print_proof [117]
                0.00    0.00   20217/2179478     num_literals [90]
                0.00    0.00       1/45          print_clause [118]
                0.00    0.00       1/8645        run_time [194]
                0.00    0.00       1/8643        rem_from_list [195]
                0.00    0.00       1/1           hide_clause [231]
-----------------------------------------------
                0.00    0.07   20216/20216       check_for_proof [61]
[62]     0.3    0.00    0.07   20216         unit_conflict [62]
                0.00    0.03   20216/63703       build_tree [50]
                0.02    0.01  121716/2347499     next_term [25]
                0.01    0.00   40432/4256836     free_context [22]
                0.00    0.00  101500/2179478     num_literals [90]
                0.00    0.00   40432/4256840     get_context [163]
                0.00    0.00   20216/2515415     answer_lit [171]
-----------------------------------------------
                0.00    0.00   52157/2190941     hyper_res [3]
                0.06    0.00 2138784/2190941     clash [4]
[63]     0.3    0.06    0.00 2190941         pos_clause [63]
                0.00    0.00  112715/2515415     answer_lit [171]
-----------------------------------------------
                0.02    0.00  193665/398824      get_leaf_node [58]
                0.03    0.00  205159/398824      next_fpos [46]
[64]     0.2    0.05    0.00  398824         first_fpos [64]
-----------------------------------------------
                0.00    0.00      34/10338063     get_ancestors [123]
                0.01    0.00 2069333/10338063     demod_cl [7]
                0.03    0.00 8268696/10338063     build_hyper [23]
[65]     0.2    0.04    0.00 10338063         get_ilist [65]
                0.00    0.00  100632/297327      tp_alloc [87]
-----------------------------------------------
                0.00    0.04       1/1           read_a_file [30]
[66]     0.2    0.00    0.04       1         read_wt_list [66]
                0.00    0.04       1/1           read_list [67]
                0.00    0.00       3/18          set_vars [143]
-----------------------------------------------
                0.00    0.04       1/1           read_wt_list [66]
[67]     0.2    0.00    0.04       1         read_list [67]
                0.00    0.04       4/32          read_term [31]
                0.00    0.00       3/21178       get_term_ptr [112]
                0.00    0.00       1/2084186     zap_term [37]
                0.00    0.00       1/4173882     sn_to_str [42]
                0.00    0.00       1/676872716     str_ident [12]
-----------------------------------------------
                0.00    0.00       4/8646        read_all_input [29]
                0.00    0.03    8642/8646        main [1]
[68]     0.1    0.00    0.03    8646         index_lits_clash [68]
                0.00    0.03    8653/28884       fpa_insert [47]
-----------------------------------------------
                0.00    0.00      22/2112560     term_to_literals [146]
                0.00    0.00   43205/2112560     hyper_res [3]
                0.03    0.00 2069333/2112560     build_hyper [23]
[69]     0.1    0.03    0.00 2112560         get_literal [69]
                0.00    0.00   20235/297327      tp_alloc [87]
-----------------------------------------------
                0.03    0.00 8190306/8190306     is_retrieve [16]
[70]     0.1    0.03    0.00 8190306         get_is_pos [70]
                0.00    0.00       5/297327      tp_alloc [87]
-----------------------------------------------
                0.03    0.00 4216920/4216920     unify [27]
[71]     0.1    0.03    0.00 4216920         get_trail [71]
                0.00    0.00       4/297327      tp_alloc [87]
-----------------------------------------------
                0.00    0.02   20231/20231       index_lits_all [52]
[72]     0.1    0.00    0.02   20231         is_insert [72]
                0.02    0.00   20231/20231       insert_is_tree [73]
                0.00    0.00   20231/21178       get_term_ptr [112]
-----------------------------------------------
                              120235             insert_is_tree [73]
                0.02    0.00   20231/20231       is_insert [72]
[73]     0.1    0.02    0.00   20231+120235  insert_is_tree [73]
                0.00    0.00   48158/48162       get_is_tree [106]
                              120235             insert_is_tree [73]
-----------------------------------------------
                0.02    0.00 2049117/2049117     fs_retrieve [15]
[74]     0.1    0.02    0.00 2049117         get_fsub_pos [74]
                0.00    0.00       1/297327      tp_alloc [87]
-----------------------------------------------
[75]     0.1    0.01    0.01   20219+60657   <cycle 3 as a whole> [75]
                0.00    0.01   20483+119668      weight <cycle 3> [98]
                0.01    0.00   60393+60393       wt_match <cycle 3> [97]
-----------------------------------------------
                0.00    0.00      34/10237465     print_proof [117]
                0.02    0.00 10237431/10237465     cl_del_non [34]
[76]     0.1    0.02    0.00 10237465         free_ilist [76]
-----------------------------------------------
                0.02    0.00 2049117/2049117     forward_subsume [13]
[77]     0.1    0.02    0.00 2049117         map_rest [77]
-----------------------------------------------
                0.00    0.00       3/20220       read_all_input [29]
                0.00    0.02   20217/20220       pre_process [5]
[78]     0.1    0.00    0.02   20220         weight_cl [78]
                0.01    0.01   20219/20219       weight <cycle 3> [98]
                0.00    0.00   20219/2515415     answer_lit [171]
-----------------------------------------------
                0.00    0.00      80/8722        get_ancestors [123]
                0.02    0.00    8642/8722        given_clause_ok [81]
[79]     0.1    0.02    0.00    8722         cl_find [79]
-----------------------------------------------
                                                 <spontaneous>
[80]     0.1    0.02    0.00                 set_up_pointers [80]
-----------------------------------------------
                0.00    0.02    8642/8642        infer_and_process [2]
[81]     0.1    0.00    0.02    8642         given_clause_ok [81]
                0.02    0.00    8642/8722        cl_find [79]
-----------------------------------------------
                0.00    0.00      10/20227       read_a_file [30]
                0.00    0.01   20217/20227       pre_process [5]
[82]     0.0    0.00    0.01   20227         cl_integrate [82]
                0.00    0.01   20227/20227       assign_cl_id [84]
                0.00    0.00   40469/40469       integrate_term [111]
                0.00    0.00   20227/2069390     multi_justifications [172]
-----------------------------------------------
                              109538             apply_demod [83]
                0.01    0.00   50728/50728       contract_imd <cycle 2> [35]
[83]     0.0    0.01    0.00   50728+109538  apply_demod [83]
                0.00    0.00  109538/16794006     get_rel [49]
                0.00    0.00   67451/20985043     get_term [54]
                              109538             apply_demod [83]
-----------------------------------------------
                0.00    0.01   20227/20227       cl_integrate [82]
[84]     0.0    0.00    0.01   20227         assign_cl_id [84]
                0.01    0.00   20227/20227       cl_insert_tab [85]
-----------------------------------------------
                0.01    0.00   20227/20227       assign_cl_id [84]
[85]     0.0    0.01    0.00   20227         cl_insert_tab [85]
                0.00    0.00   20227/20261       get_clause_ptr [113]
-----------------------------------------------
                0.00    0.00       6/641         declare_user_functions [132]
                0.00    0.00      61/641         built_in_symbols [109]
                0.00    0.01     574/641         str_to_sn [11]
[86]     0.0    0.00    0.01     641         insert_sym [86]
                0.01    0.00     641/642         new_sym_num [88]
                0.00    0.00     641/641         get_sym_ent [139]
-----------------------------------------------
                0.00    0.00       1/297327      get_fsub_pos [74]
                0.00    0.00       2/297327      get_clash_nd [166]
                0.00    0.00       2/297327      auto_lex_order [140]
                0.00    0.00       3/297327      get_imd_pos [165]
                0.00    0.00       4/297327      get_trail [71]
                0.00    0.00       5/297327      get_context [163]
                0.00    0.00       5/297327      get_is_pos [70]
                0.00    0.00       7/297327      alloc_fpa_index [161]
                0.00    0.00       8/297327      get_imd_tree [159]
                0.00    0.00       9/297327      get_list [158]
                0.00    0.00      23/297327      get_fpa_tree [152]
                0.00    0.00     641/297327      get_sym_ent [139]
                0.00    0.00     814/297327      get_fpa_head [136]
                0.00    0.00     814/297327      path_copy [137]
                0.00    0.00    1242/297327      get_fnode [134]
                0.00    0.00   20227/297327      get_clause [114]
                0.00    0.00   20235/297327      get_literal [69]
                0.00    0.00   20261/297327      get_clause_ptr [113]
                0.00    0.00   21178/297327      get_term_ptr [112]
                0.00    0.00   21209/297327      get_term [54]
                0.00    0.00   41843/297327      get_rel [49]
                0.00    0.00   48162/297327      get_is_tree [106]
                0.00    0.00  100632/297327      get_ilist [65]
[87]     0.0    0.01    0.00  297327         tp_alloc [87]
-----------------------------------------------
                0.00    0.00       1/642         auto_lex_order [140]
                0.01    0.00     641/642         insert_sym [86]
[88]     0.0    0.01    0.00     642         new_sym_num [88]
-----------------------------------------------
                0.00    0.00    8844/4216917     unify [27]
                0.01    0.00 4208073/4216917     clear_subst_1 [103]
[89]     0.0    0.01    0.00 4216917         free_trail [89]
-----------------------------------------------
                0.00    0.00       2/2179478     unit_clause [168]
                0.00    0.00    8642/2179478     hyper_res [3]
                0.00    0.00   20217/2179478     check_for_proof [61]
                0.00    0.00  101500/2179478     unit_conflict [62]
                0.01    0.00 2049117/2179478     forward_subsume [13]
[90]     0.0    0.01    0.00 2179478         num_literals [90]
                0.00    0.00 2362261/2515415     answer_lit [171]
-----------------------------------------------
                0.00    0.00   43205/2092327     hyper_res [3]
                0.01    0.00 2049122/2092327     cl_del_non [34]
[91]     0.0    0.01    0.00 2092327         free_literal [91]
-----------------------------------------------
                0.01    0.00 2069334/2069334     proc_gen [6]
[92]     0.0    0.01    0.00 2069334         cl_merge [92]
-----------------------------------------------
                0.01    0.00 2069334/2069334     proc_gen [6]
[93]     0.0    0.01    0.00 2069334         tautology [93]
-----------------------------------------------
                0.01    0.00 2049122/2049122     cl_del_non [34]
[94]     0.0    0.01    0.00 2049122         delete_attributes [94]
-----------------------------------------------
                0.00    0.00  199884/610762      term_fpa_rec [48]
                0.01    0.00  410878/610762      build_tree_local [53]
[95]     0.0    0.01    0.00  610762         path_mark_end [95]
-----------------------------------------------
                0.01    0.00  319389/319389      weight <cycle 3> [98]
[96]     0.0    0.01    0.00  319389         is_atom [96]
-----------------------------------------------
                               60393             wt_match <cycle 3> [97]
                               60393             weight <cycle 3> [98]
[97]     0.0    0.01    0.00   60393+60393   wt_match <cycle 3> [97]
                                 264             weight <cycle 3> [98]
                               60393             wt_match <cycle 3> [97]
-----------------------------------------------
                              119668             weight <cycle 3> [98]
                                 264             wt_match <cycle 3> [97]
                0.01    0.01   20219/20219       weight_cl [78]
[98]     0.0    0.00    0.01   20483+119668  weight <cycle 3> [98]
                0.01    0.00  319389/319389      is_atom [96]
                0.00    0.00  140151/140151      overbeek_weight [184]
                0.00    0.00  140151/140154      weight_retrieve [183]
                               60393             wt_match <cycle 3> [97]
                              119668             weight <cycle 3> [98]
-----------------------------------------------
                                                 <spontaneous>
[99]     0.0    0.01    0.00                 demod_out_in [99]
-----------------------------------------------
                                                 <spontaneous>
[100]    0.0    0.01    0.00                 geometry_rule_unif [100]
-----------------------------------------------
                                                 <spontaneous>
[101]    0.0    0.01    0.00                 replace_special [101]
-----------------------------------------------
                                                 <spontaneous>
[102]    0.0    0.01    0.00                 xx_resolvable [102]
-----------------------------------------------
                             4208073             clear_subst_1 [103]
                0.00    0.00   43468/4153293     hyper_res [3]
                0.00    0.00 2049117/4153293     forward_subsume [13]
                0.00    0.00 2060708/4153293     clash [4]
[103]    0.0    0.00    0.01 4153293+4208073 clear_subst_1 [103]
                0.01    0.00 4208073/4216917     free_trail [89]
                             4208073             clear_subst_1 [103]
-----------------------------------------------
                               25364             contract_imd <cycle 2> [35]
[104]    0.0    0.00    0.01   25364         convenient_demod <cycle 2> [104]
                0.00    0.00   25364/4256836     free_context [22]
                0.00    0.00   25364/2120061     un_share_special [44]
                0.00    0.00   25364/4256840     get_context [163]
                               25364             demod <cycle 2> [9]
-----------------------------------------------
                                                 <spontaneous>
[105]    0.0    0.01    0.00                 long_str [105]
-----------------------------------------------
                0.00    0.00       1/48162       read_a_file [30]
                0.00    0.00       1/48162       weight_insert [164]
                0.00    0.00       2/48162       init [107]
                0.00    0.00   48158/48162       insert_is_tree [73]
[106]    0.0    0.00    0.00   48162         get_is_tree [106]
                0.00    0.00   48162/297327      tp_alloc [87]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[107]    0.0    0.00    0.00       1         init [107]
                0.00    0.00       1/1           built_in_symbols [109]
                0.00    0.00       1/1           init_special_ops [128]
                0.00    0.00       1/1           declare_user_functions [132]
                0.00    0.00       7/7           alloc_fpa_index [161]
                0.00    0.00       2/48162       get_is_tree [106]
                0.00    0.00       1/8           get_imd_tree [159]
                0.00    0.00       1/2           wall_seconds [226]
                0.00    0.00       1/1           init_attributes [233]
                0.00    0.00       1/1           init_options [234]
                0.00    0.00       1/1           clock_init [229]
-----------------------------------------------
                0.00    0.00       6/26124       set_wt_term [156]
                0.00    0.00      15/26124       term_to_clause [142]
                0.00    0.00      15/26124       read_cl_list [40]
                0.00    0.00      21/26124       mark_literal [145]
                0.00    0.00      51/26124       term_to_literals [146]
                0.00    0.00     143/26124       write_term [120]
                0.00    0.00     205/26124       term_fixup [32]
                0.00    0.00     304/26124       term_fixup_2 [141]
                0.00    0.00   25364/26124       contract_imd <cycle 2> [35]
[108]    0.0    0.00    0.00   26124         is_symbol [108]
                0.00    0.00   25655/4173882     sn_to_str [42]
                0.00    0.00   25655/676872716     str_ident [12]
                0.00    0.00   26032/26055       sn_to_arity [190]
-----------------------------------------------
                0.00    0.00       1/1           init [107]
[109]    0.0    0.00    0.00       1         built_in_symbols [109]
                0.00    0.00      61/641         insert_sym [86]
-----------------------------------------------
[110]    0.0    0.00    0.00      31+248     <cycle 1 as a whole> [110]
                0.00    0.00     115             str_to_sequence <cycle 1> [116]
                0.00    0.00      45             str_to_args <cycle 1> [121]
                0.00    0.00     115             str_to_term <cycle 1> [129]
                0.00    0.00       4             str_to_list <cycle 1> [135]
-----------------------------------------------
                               79781             integrate_term [111]
                0.00    0.00   40469/40469       cl_integrate [82]
[111]    0.0    0.00    0.00   40469+79781   integrate_term [111]
                0.00    0.00  119311/20963849     free_term [55]
                0.00    0.00   78440/16752177     free_rel [59]
                0.00    0.00     939/21178       get_term_ptr [112]
                0.00    0.00  128983/128983      term_compare [185]
                0.00    0.00  120250/120250      hash_term [186]
                               79781             integrate_term [111]
-----------------------------------------------
                0.00    0.00       2/21178       imd_insert [157]
                0.00    0.00       3/21178       read_list [67]
                0.00    0.00       3/21178       weight_insert [164]
                0.00    0.00     939/21178       integrate_term [111]
                0.00    0.00   20231/21178       is_insert [72]
[112]    0.0    0.00    0.00   21178         get_term_ptr [112]
                0.00    0.00   21178/297327      tp_alloc [87]
-----------------------------------------------
                0.00    0.00      34/20261       get_ancestors [123]
                0.00    0.00   20227/20261       cl_insert_tab [85]
[113]    0.0    0.00    0.00   20261         get_clause_ptr [113]
                0.00    0.00   20261/297327      tp_alloc [87]
-----------------------------------------------
                0.00    0.00      15/2069349     term_to_clause [142]
                0.00    0.00 2069334/2069349     build_hyper [23]
[114]    0.0    0.00    0.00 2069349         get_clause [114]
                0.00    0.00   20227/297327      tp_alloc [87]
-----------------------------------------------
                               50030             copy_term [115]
                0.00    0.00      22/25568       term_to_literals [146]
                0.00    0.00      57/25568       literals_to_term [125]
                0.00    0.00     125/25568       seq_to_term [131]
                0.00    0.00   25364/25568       un_share_special [44]
[115]    0.0    0.00    0.00   25568+50030   copy_term [115]
                0.00    0.00   75598/20985043     get_term [54]
                0.00    0.00   50030/16794006     get_rel [49]
                               50030             copy_term [115]
-----------------------------------------------
                                 115             str_to_term <cycle 1> [129]
[116]    0.0    0.00    0.00     115         str_to_sequence <cycle 1> [116]
                0.00    0.00      97/2103656     str_to_sn [11]
                0.00    0.00     146/146         fill_in_op_data [126]
                0.00    0.00      97/20985043     get_term [54]
                0.00    0.00     292/470         skip_white [203]
                0.00    0.00     146/146         get_name [205]
                0.00    0.00     146/757         is_white [202]
                                  45             str_to_args <cycle 1> [121]
                                   4             str_to_list <cycle 1> [135]
-----------------------------------------------
                0.00    0.00       1/1           check_for_proof [61]
[117]    0.0    0.00    0.00       1         print_proof [117]
                0.00    0.00      34/45          print_clause [118]
                0.00    0.00       1/1           get_ancestors [123]
                0.00    0.00      34/10237465     free_ilist [76]
                0.00    0.00      34/34          free_clause_ptr [211]
                0.00    0.00       1/1           proof_message [242]
                0.00    0.00       1/25931       splitting [191]
-----------------------------------------------
                0.00    0.00       1/45          check_for_proof [61]
                0.00    0.00      10/45          print_cl_list [130]
                0.00    0.00      34/45          print_proof [117]
[118]    0.0    0.00    0.00      45         print_clause [118]
                0.00    0.00      45/60          print_term [119]
                0.00    0.00      45/45          clause_to_term [124]
                0.00    0.00      45/45          term_fixup_2 [141]
                0.00    0.00      45/2084186     zap_term [37]
                0.00    0.00      45/2069390     multi_justifications [172]
                0.00    0.00      45/45          print_justification [210]
-----------------------------------------------
                0.00    0.00       3/60          print_list [138]
                0.00    0.00      12/60          print_term_nl [133]
                0.00    0.00      45/60          print_clause [118]
[119]    0.0    0.00    0.00      60         print_term [119]
                0.00    0.00      60/60          write_term [120]
-----------------------------------------------
                                 262             write_term [120]
                0.00    0.00      60/60          print_term [119]
[120]    0.0    0.00    0.00      60+262     write_term [120]
                0.00    0.00      49/2103656     str_to_sn [11]
                0.00    0.00      33/33          next_token_type [122]
                0.00    0.00     123/2078412     sn_to_node [38]
                0.00    0.00     296/4173882     sn_to_str [42]
                0.00    0.00     143/26124       is_symbol [108]
                0.00    0.00     263/676872716     str_ident [12]
                0.00    0.00      92/92          print_variable [147]
                0.00    0.00     211/242         name_sym [204]
                                 262             write_term [120]
-----------------------------------------------
                                  45             str_to_sequence <cycle 1> [116]
[121]    0.0    0.00    0.00      45         str_to_args <cycle 1> [121]
                0.00    0.00      45/2103656     str_to_sn [11]
